x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
x;z;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
x;M;#;;;;;;;;;;;;;;;;;;;;;;;;;;M;;;x
x;;#;;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;;x
x;;#;;#;;;;;;;;;;;;;;;;;;;;;;;;#;;;x
x;;#;;#;;;;;;;;;;;;;;;;;;;;;;;;#;;;x
x;;#;;#;;;;;;;;;;;;m;;;;;;;;;;;;;;;x
x;;#;;#;;;;;;;;;;;;;;;;;S;;;m;;;;;;;x
x;;#;;#;;;;;;;s;;;;;;;;;;;;;;;;;;;;x
x;;#;;#;;;m;;;;;;;;;s;;;;;;;;;;;#;;;;x
x;;#;;#;;;;;;;;;;;;;;;;;M;;;;;;#;;S;;x
x;;#;;#;;;;;;;;;;;;;;;;;;;;;;;#;;;;x
x;;#;;#;;;;;;;;;S;;;;;;;;;;;;;;#;;;;x
x;;#;p;#;;;;;;M;;;;;;;;;;;;;;;;;#;;;;x
x;;#;#;#;;;;;;;;;;;;;;;;;;;;;;;#;;;;x
x;;;;;;;;;;;;;;;;;m;;;;;;;;;;#;;;;x
x;;;;;;;;;;;;;;;;;;;;;;;;;;;#;;;;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
