x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
x;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;x
x;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;x
x;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;x
x;p;;;;;;;;;;;m;;;;;;;;;;;;;;;;;;;x
x;;;;;;s;;;;;;;;;;;;;;;;;;;;;;;S;;x
x;;;;;;;;;;;;;;;;;;M;;;;;;;;;;;;;x
x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
x;M;;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;x
x;;m;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;s;x
x;;;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;x
x;;;;;S;;;;;;;;;S;;;;;;;;;;;;;;;;;x
x;;;;;;;;;;;m;;;;;;;M;;;;;;;;;;;;;x
x;;;s;;;;;m;;;;;;;;m;;;;;m;;;;;;;;;;x
x;;;;;;;;;;;;;s;;;;;;;;;;;;;;;;;;x
x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;M;M;x
x;;;;;;;;s;;;;;;;;S;;;;;;;;;;;;;M;z;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
