x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
x;p;M;;;#;;;;;#;;;;;;;#;;;;;;;;;;;;;;x
x;;m;;;#;s;;;;#;;;;;;;#;;;;;;;;;;;;;;x
x;;M;#;;#;;;#;;#;;;;;;;#;;;;;;;;;;;;;;x
x;M;;#;;#;;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;;#;s;#;;;#;;#;;;;#;;;#;;;;#;;;;;s;;;;;x
x;#;#;#;;#;;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;;;;#;;;#;;#;m;;;#;;;#;;;;#;S;;;;;;;;;x
x;;;S;;#;S;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;;;;#;;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;#;#;#;#;;;#;;#;;;;#;M;;#;;;;#;;;;;M;;;;;x
x;;;;;;;;#;;#;;;S;#;;;#;;;;#;;;;;;;;;;x
x;;;;;;;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;;s;;;;;#;;#;;;;#;;;#;;;;#;;;;;;;;;;x
x;;;;;;;;#;;;;;;#;;;;;;;#;;;;;;;S;;s;x
x;;;;;;;;#;;s;;;;#;;;;;;;#;;;;;;;;m;m;x
x;;;;;;;;#;;;;;;#;;;;;;;#;;;;;;;M;;z;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
