x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
x;#;#;;;;;;;#;;;;;;;;;;#;;;;;;;;;;;p;x
x;z;#;;#;#;#;#;;#;;;;;;;;;;#;;#;#;#;#;#;#;#;#;#;#;x
x;;#;;#;;;#;;#;;;;;;;;S;;#;;#;;;;;;;;;;x
x;S;#;;;;;#;;#;;;;M;;;;;;#;;#;;;;;;;;;;x
x;;#;;;;;#;;#;;;;;;;;;;#;;#;#;#;#;;#;#;#;#;;x
x;;#;;#;;;#;;#;;#;#;#;#;#;#;;;#;;;;;;;;;;;;x
x;;#;M;#;;;;;;;;;;;;#;;;#;;;;;;;;;;;;x
x;;#;;;;;;;;;s;;;;;#;;;#;s;;;;;;;;;;;x
x;;;;#;;;;;;;;;;;;#;;;#;;#;#;#;#;#;#;#;#;#;;x
x;;;;#;;;;;;;;;;;;#;;;#;;#;#;#;#;#;#;#;#;#;;x
x;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;#;;;;;;;;;;;;x
x;;#;;;;;;;;;;;;;;;;;#;;;;;;;m;;;;;x
x;;;;;;M;;;;;;;;;;;;;#;;;;;;;;;;;;x
x;;;;;;;;;;;;;;;;;;;#;#;#;#;#;#;#;#;#;#;#;;x
x;;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;#;;M;;;;;;;;;;x
x;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
