x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
x;p;#;;;;#;#;;#;;#;#;;;#;;;#;#;#;;;#;#;;#;#;;#;;x
x;;#;;;;#;#;;#;;#;#;;;#;;;;#;#;;;#;#;;#;#;;#;;x
x;;#;;;;#;;;#;;;#;;;m;;;;#;;;;#;#;;#;;;#;;x
x;;#;#;#;;#;;;#;;;#;;;;;#;;#;;;;;#;;;;;;;x
x;;;#;#;;#;;;#;;;#;;;;;#;;#;;;;;#;;m;;;;;x
x;;;#;#;;;;;#;;;;;;;;;;;;;;;#;;;;#;;;x
x;;;#;;;;;#;#;#;;;;#;;;;;;#;;;;#;;;;#;;;x
x;;;#;;;;;#;#;;;;#;#;#;;s;;#;;#;;;#;;;;#;;;x
x;;;#;;;;;#;#;#;;;;#;;;;;;#;;;;;;;;#;;;x
x;;;#;;;;;#;#;;;;;;;;#;;;;;;#;s;;;;#;;m;x
x;;;;;#;;;#;#;;;#;;;;#;M;;;;;#;#;#;;;;#;;;x
x;;;;;#;;;#;#;;;#;;;;;#;;;#;;;;;;;;#;;;x
x;#;#;;;#;;;#;#;;;#;;;;;;;#;m;#;;;;;;#;#;s;;x
x;#;;;;#;;;;#;;;#;;;m;;;;;;;;;#;;;#;#;;;x
x;m;;;#;#;;;;#;;#;#;;#;;#;;;;#;;;;#;;;#;#;;;x
x;#;;;#;#;;;m;;m;#;#;;#;#;#;;#;;#;;;#;#;;;#;#;;z;x
x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x;x
